@RELATION sentiment_analysis

@ATTRIBUTE cleaned_review STRING
@ATTRIBUTE sentiment {negative,positive}

@DATA
'phone short time top screen started crack without going anything thought purchasing quality product mistaken amazon prime shopper long time worst purchase',negative
'bought item refurbished phone supposed work properly phone touch problems orders details dont option contact seller really waste money im dissapointed',negative
'best value ive found phone type works without fail',positive
'comfortably holds 2 cards without mirror added hold 3 cards feel securely closed convenient case using eyn model case large year case nice change though miss ability carry 3 cards plus cash havent dropped phone case yet nervous may hold well eyn case overall pleased purchase would recommend others',positive
'awesome phone cant go wrong phone price 20900',positive
'product nice thank write problem',positive
'telephone weak',negative
'shows wear tear may expected good condition advertised ok working far',positive
'great phone seller awesome helped lots ran hardware issue',positive
'good',positive
'nice android 4 phone works expected bit difficulties connecting phone car changed car bluetooth pin 0000 put away bluetooth connected phones connected attempts',positive
'wantethis phone since releasedwhen recieved mail estaticand works wondeefullyiam happy greatful phoneit takes wanderful picturesand flash helpful',positive
'iphones samsumgs phones one made great purchase expensive great screen definition good camera fast android',positive
'bought amazoncom htc inspire 4g jan2012 day best phone havei 3g iphone 4g iphone dell venue phone samsung galaxygave friendand always go back htc inspire 4g cut sim card mini size iphone 4 taped sim card original size placed back htc inspire phone presently using apps downloaded freegood gpsgood musicgamesgreat photosgreat wallpapersetcetci truely love htc inspire 4g unlocked phone',positive
'excellent',positive
'misleading information undescriptive mentioned fully unlocked phone loaded bloatware tmobile disappointed stupid apps cannot remove icon notification bar trying force switch tmobile',negative
'trash dont work dont buy item',negative
'13 year old daughter selected phone ordered arrived perfectly',positive
'want smart type phone dont much care access tons appsthisll',positive
'impressed overall feel phone well made feels sturdy phone fast exciting use carrier within minutes inserting sim card impressed',positive
'note review seller devicei repeat every comment others made say works right frequency high speed data dont live us live us phone addition possibly coincidentally phone eventually get mode drain battery keeps talking network trying failing receive sms get sms soon within hours dead phone sent twice nokia expense get fixed warranty times problem reappeared within days needless say nokia doesnt care fact comment phone device seems incompatible carrier much us version wish someone pointed bought phone',negative
'expectations greatly met',positive
'excelent phone came great conditions',positive
'ok',positive
'seem like new one work perfect',positive
'excellent',positive
'love great job refer bushing phone zipper bag came nice touch',positive
'give five starjust recently bought phone works great problems ever cant say sure cuz week right may best quality outcome every newer brand phone good come also phone slight lag screen touch tip turn zooming function triple tapping settingby turning make phone screen touch laggy anymore cuz works finewill things say amazing pros review bad gps cons reviewupdate phone led notification indicator basically battery light indicator',positive
'fone month stolen im money one would anything even discount im ready purchase another fone felt something could done thats lot money',negative
'totally meets expectations',positive
'warning tmobile hotspot work major bummer',negative
'bought cellphone back august month ago update cellphone stopped working took repair shop told cellphones board stopped working even year use literally lost phone fixing would cost around 160 would like add first three months cellphones screen already giving trouble lost sensibility near top speakerno wonder dont give warranty cellphone sucks people well thanks robbing',negative
'phone way better condition thought would im using wrote review actually great deal came really quick thank much',positive
'nice cellphonei really like itill buy one',positive
'bad deal dont like since received seemed like used time everything still boxes bought august started seriously overheating october november started loose charge minutes use battery charge shows like 50 sudden turns battery charged',negative
'wasnt expecting pal charger separate adapter otherwise great purchase',positive
'great deliviry got within 2 days bought weekend phone works perfectly',positive
'best phone ive years beats htc lg optimus galaxy enough phone memory storage dont run gbs game video apps download help get thru days ive device since february 2015 past november experiencing low battery life quite often suggestion would purchase backup battery keep charged hand battery life diminish excessive use otherwise deal maker 130 mega pixel camera couldnt find anywhere price still cant want upgrade blu 6080 cameras less mega pixels important stuff selfiephotographer recommend phone anyone loving android market',positive
'buy really bad experience brand',negative
'phone came opened box market screen protector still minor cosmetic wears phone top goofy rooted os wouldnt allow even signin sort accounts thinking new phone advertised',negative
'excellent phone',positive
'iphone 6 great better deal amazon get service vs getting trapped contract 50 plan sprint thats',positive
'great battery life good',positive
'good cell although bit large compared ones ive date chose particular model two reasons 16gb memory 4glte',positive
'excellent',positive
'texting always sends fail send signal lost lot date time changes reason piece crapasinb004eujd9q samsung t139 unlocked phone camera bluetooth us warranty verizonsprint users',negative
'bought phone 4g gps doesnt work also heat muchi return',negative
'love amazing spotless',positive
'reminds old flip phones works basic ways key board terrible smart predicting keyboard japanese know may love',negative
'everything perfect recommend seller',positive
'phone came looking fine reality screen broken popped wasted money unpleased paying much broken iphone',negative
'dont know phone could stay 1 min restarting constantly return',negative
'frustrating product hopeful huge savings would worth guess get pay chinese english conversion problems work well',negative
'exactly wanted problems works great like old one easy activate',positive
'great gift give parnets grand parnets fresh condition',positive
'amazing phone battery annoying phone powerful beautiful love',positive
'bogus phone unlocked locked trac phone',negative
'takes 24 hours charge battery phone',negative
'gifted dad liked nice phone dont know much features though havent used',positive
'package already opened',negative
'good',positive
'love smartphone optimal size big siii small others smartphonesthe dual core cpu gives correct performance speed phonei must really say im impressed touchscreen sensitive smoothi bought international version sold amazon due read 1star comments different buyers like users received used phone logos att others one sold amazon almost usd 40 expensive youll receive want new phone unused without logosthe thing need mention turn first time languge hungarian something like used google traductor change spanish one need big matter need mention ituntil 100 satisfied phone hope satisfaction last years',positive
'phone works fine came charger block piece doesnt work',negative
'works great happy purchase',positive
'upon using five minutes product became unresponsive',negative
'king back crown',positive
'cant say whether good smart watch mine wouldnt turn returned',negative
'ordered fone becuz thot would easier use smart fone complicated disappointed tolerance tester use technologically challengedjudy edgar',negative
'arrived quickly even though holidays everything promised box item works perfectly would purchase vendor',positive
'bought phn wife use tijuana bc later found unlocked att tmobile could return 14 days sucs well tride use phone att california doesnt work cause seller liedthis phone stolen reported att deactivated phoneits useless paper weight thanks pander202 also colbalt blueits black',negative
'samsung schi545 galaxy s4 16gb android smartphone verizon gsm black certified refurbishedi disappointed s4 received breed everything make receive phone calls',negative
'good phone',positive
'phone battery working good first 45 weeks battery taking long charge run 20 min without usingvery bad product wasted money',negative
'excellent phone works fine',positive
'phone slightly larger expectedhowever works well battery lasted almost 30 days without charging',positive
'think best nokia n series everif surpassed new n 97if looking beautifull phone loaded features possibly think average budget phone getmuch better iphone many ways besides reliablewe 3 family everyone loves modeli wont go features soo many reviews itbut tell capability features needvery good buy right time buy going current pricing',positive
'upgraded galaxy s3 phone 200 got ive ever wanted big display lag good camera great reading novels great browsing www got version 5 lolypop whatever last night got notification upgrade marshmallow 6 phone works great battery life also great used regular phonetalktext one charge last 3 days heavy internet usage go probably 60 battery whole day usage great phone 200',positive
'works seems clitches',negative
'excelente',positive
'love',positive
'great buy',positive
'cellphone great works fine bad thing come microsd card sad',positive
'didht receive product',negative
'nice well taken care phone works great',positive
'bought phone nephew really happy cheap phone works really well canada 5 mp ok',positive
'good',positive
'love phone really enjoying',positive
'normally good things say blu phones phone disappointing purchased phone october 2015 first week experienced issues phone contacted blu help fix problem informed updates would resolve issues seem made phone worse time normal return policy window passed even issues arisingissue 1 home screenmost time unable go comes blank freezes gives message stating home isnt responding experienced blank state 2 hours one point happened within first week phoneissue 2 contactsmy contacts call log loadissue 3 videosi longer play videos phoneissue 4 linksif online click link work allthe issues occasional initially everyday occurrenceupdate 2116yesterday could access phone unless received notification someone able contact notification really need replacementsomeone blu please contact replacement basically cannot use phone emergency arises cant get touch anyone',negative
'poor quality screen easily cracked',negative
'needed something simple easy use still access apps like whatsapp etc business bought employees worked well really good quality simple phone came time well comes everything charger plug even headphones thanks',positive
'back screen cracked didnt worry phone used worrying phone came charging chord oulet part another thing chager dosnt even work wait till tomorrow get charger hope chager phone overall good',negative
'love',positive
'waiting smartphone come front facing speakers include specs looking preordered phone day 1 received july 27th havent looked back since also lg v10 moto g4 plus using one daily since received itprosfor specs priced incredibly well phone specs flagship cost midrange phonei really dislike gold phones one isnt gaudy gold color softer grown past month ive using itthe screen clear easily seen bright sun one thing struggled using v10 hated turn brightness could see screen outsideaudio loud clearfast charging come handy onceconsi wish led notification light customizable 2 colors red green way set different colors specific notificationsi really dislike screen buttons theyre close together cant tell many times ive hit home button thought hitting back button speaking dont know whos bright idea paintetch buttons screen illuminated theyre almost person invented pantyhose close quite',positive
'power volume buttons stiff also hard type via screen protector sticky right good sturdy case line work👌🏼',negative
'im android person got iphone 4 hated decided id android person forever thought id try really like changes updates android stuff easier clean memory thing missing swype',positive
'arrived good condition expectedperforms wellim yet try another countrythanks',positive
'good product satisfied',positive
'good',positive
'best bb ever bought new bb still didnt get use',positive
'phone useless recognize sim card lost money',negative
'good use hope work perfectly',positive
'phone great hooked thru straight talk using att ive problems completely satisfied',positive
'works great extends battery two days without charge',positive
'bought parents exhibit 2 far return phone twice one bad battery one software freeze update tmobile bricked phone 2 screen failures went black nothing problems phone feature swype touch screen lag 4g slow areas tmobile phones get good network reception would strongly recommend phonr',negative
'cell phone invalid imei couldnt use recommended',negative
'works expected',positive
'thing hate phone short battery life fact phone constantly restarts nowhere inappropriate times',negative
'phone turn got phone charge',negative
'bab',negative
'love product best part forced pay extra 30 internet service upgrade would bump currently economical cell service',positive
'received iphone 5s bought thegizmogadgets perfect cosmetic condition looks absolutely new visible scratch seen although battery bit used already still fine',positive
'received cell phone time appeared normal little worn thought touch screen quit working two days turned wasted money',negative
'excellent lowcost phone',positive
'high quality features low cost love',positive
'ive using phone little week att gophone service im quite impressed 15000 gets phone days lets coy blu american company sure device definitely rebranded chinese phone even still build quality far acceptable price coming samsung galaxy alpha vivo air lte everything alpha lot thinner hard imagine considering dimensions alpha lighter good screen camera good though less mp 8 rather 12 half price alpha currently goes forused year oldpros price screen build feel hand camera weight thinness personal opinion performance nearly stock android refreshing coming samsung devicecons 16gb memory sd card slot lowlight camera performance like phones back glass appears scuff easily highly recommend clear protector begin using personally cant stand phone casesconclusion doubt form factor amd looks phone make stand people said iphone 4s would probably look like built today thats pretty solid compliment opinion youre looking unlocked phone maybe get carrier around price cant imagine better deal definitely recommend',positive
'great phone',positive
'nice seller phone',positive
'previous reviewers pointed iphone unlocked people specifically buying use internationally would recommend seller',negative
'thank good',positive
'light fast camera amazing bettery really good believe best dual sim market strong recomend someone wants dual sim fhone fred',negative
'helloarrived quicklypack carefullyquality mobilethank',positive
'excelent product',positive
'great gadget 350 bucks makes excellent pictures 2 3 mb also light god easy operate charge every evening',positive
'awesome product quick delivery withen 2 days order',positive
'great phone worked well far came good condition',positive
'better expected love nexuses love fresh stock android experience hard move forward one tho',positive
'gusto',positive
'excellent',positive
'phone good use skype time without issue',positive
'although description says factory unlocked internationali pay extra 45 get unlocked happy',negative
'great smartphone size right arrived quickly works mexico without problems need buy microchip dont comes power travel adapter useful traveled brazil',positive
'wonderful product purchased two hit christmas time love types gifts always seem give others',positive
'got phone amazon tried tmobile sim radio works edgegsmi able connect wifi router successfully uma unlicensed mobile access softwareis missing device badly need make voice calls internet wifi uma ideas exists itor install uma software 8520 somewherethanksregardsbharat',negative
'phone nothing pure crap got like 2 months ago scratches back close battery lid area used first week touscreen worked break hard text anything good really frustrating',negative
'introduction buying new phone one difficult decisions person make spent months searching researching new cellular device could call old phone fine wanted something quality style looked phone many times saw extreme price around 700 told would never spend kind money phone like thisand phone went sale around 470 bought reviewive phone around month extremely pleased purchase phone worth almost every single penny spent itexterior phone attractive phone ever seen screentobody ratio sensational makes phone extremely attractive front turn side get aluminum casing covers entire phone except front right side phone houses trays one microsim one sd card cant take back tad irritating also cant remove battery instructions come phone say problems need remove battery find huawei location send phone honestly thats extremely irritating see coming battery probably massive 4100 mah could charge iphone 0 100 battery still 50 left mate 7hardware since already explained battery guess well move onto spectacular aspects phone phone includes processor created huawei compete snappdragon good job say comes 81 cores plenty phone like gaming breeze phone even games like gta san andreas ultra graphics still runs smoothly compare note 4 1015 fps playing gta san andreas ultra reason possible mate 7 1080p display note 4 4k display hardly tell fact screen mate 7 much softer note 4 nearly much sharpness note 4 phones include 4k displays like lg g3 anyway 4 cores included phone primary ones biggest ones hold power 4 secondary ones used internet browsing small tasks dont need much powerthe mate 7 includes 2 microphones one bottom one top used remove background noise overall create good recording environment headphone jack top phone next top microphone neither centered bothering even bothering microusb port bottom phone slightly positioned left power button located right volume keys front phone calling speaker 5 megapixel front facing camera proximity daylight sensor notification light notification light red green light mixes together create colors strange blue light least seen navigation buttons bottom phone located screen phone turned allows massive screen phone size iphone 6 plus screentobodyratio 84 believe insane screen fits nicely phone black model hardly tell screen even turn onsoftware main problem software mainly emui 30 huawei includes phone app tray means apps home pages create folders organize everything fine emui absolutely stunning clean modern absolutely beautiful completely customizable allowing apply themes whatnot theres 6 themes come phone want youll find huawei theme store online phone isnt really included much bloatware wonderful comes basic google applications top apps includes polaris office twitter phone also comes magnifier app sets 13 megapixel back camera macro works extremely well looks absolutely wonderfulthe browser comes phone slow annoying would highly recommend using google chrome instead lock screen launcher wonderful dont need download othersfingerprint scanner one accurate pieces technology phone literally problem fingerprint scanner extremely easy set fingerprint works fantastic unlock phone without even turning phone place finger scanner unlock within second faster unlock mechanisms included feature works well better note 4 iphones huawei said introduction video teamed swedish company create scanner works absolutely wonderfullycamera front facing camera perfect selfies thats really rear camera wonderful everything else videos smooth pictures sharp almost works nighttime little noisey camera wonderful details clear sharp macro aspect works wonderfully camera compared note 4 camera easily qualitymusic playback thought include speaker phone absolutely love speaker phone crisp clear hear everything gets bit muffled theres lot background noise plenty loud theres background noise even speaker quiet still rumbles phone feel throughout phone headphone jack sounds okay nothing great bluetooth connection almost instantaneous rarely disconnectsconclusion finally going conclude overall phone absolutely wonderful love want phone fulfill expectations money phone would highly recommend buying disappointed performance phone phone competition best phones market note 4 youre looking style quality great price phone',positive
'best phone ever owned fast smart fits hand pocket well fooled specs phone everything quickly screen good hooked right consumer cellular updated right away lot features phones',positive
'awesome',positive
'bought replace stolen phonehoping fill contact longer replacement phonebad luck bad replacement phoneripped twice',negative
'phone broken took apple store said would cost fix phone cost apple store helped put return store positive easy return pay shipping',negative
'received phone time able track ive phone months great size great easy hold bad thing battery life',positive
'great phone less money get apple samsung device everything',positive
'realize sims card work',negative
'ok tks',positive
'battery good',negative
'phone awesome would recommend everyone',positive
'ive using samsung r355c n10 phone little 2 weeks far great granted top quality considering costs 999 phone certainly worth purchase youre looking basic phone use ie making phone calls texting well using calendar calculator alarm etc however want phone includes fast internet connection camera takes quality pictures video recording ability look elsewhere im happy phone far im also happy amazon usual amazon delivered time merchandise perfect condition thanks amazon dhere ive experienced observed farbattery power tested phone lot first days words heavy usage took little 2 days recharge battery hardly used phone short calls several texting battery lasted 56 days recharge im happy battery hope itll stay strong whilecall reception solid reception hear person end clearly vice versa regard dropped calls one yetcamera pictures arent best quality come good enough unfortunately theres zoom huge bummer since im frequent user zoom feature however features make taking pictures fun series shot mosaic shot favorite fun frames makes little quality picsinternet access feature ok occasional use however youre looking phone mostly internet browsing internet daily hours may want look around see choices samsung r355c phone 10 cents minute internet aware first minute deducted soon press browser key downloading website pages bit slow complete could browse navigate site downloading completely finished got 2 minutes deducted visiting one page wo hardly reading anything get phone feature bad time wait pages downloadkeypad1 key buttons really small worried bit fingers medium sized keep nails really short thought id problems ie pressing 2 keys pressing wrong keys surprisingly ive trouble typing pretty easy2 using phone best lock keypad holding space key seconds keypad unlocked easy accidentally hit browser key unknowingly charged every minute browser on3 fyi red end pwr key home key didnt know read instruction booklet days later kept pressing back key times get features like camera mode text messages calendar etc get back home screen dohspeaker clarity excellent much clearer 2 laptops speakers thats suretext msg nice find costs 2 12 cents 025 minutes per text compared 10 cents 100 minute used pay prior switching phone also like theres character count lets know youre hit maximum 160 character per text one thing missing copycutpaste features minor issue considering price phonetext picture msg cost 35 cents 350 minutes send receive picture text message little bummed oh well still goodvideo recorder none know im leaving info features phone offers hopefully already written help people decide whether phone suit needs',positive
'nice product',positive
'cool',positive
'phone worked fine four months recently continue restart loop know get new battery fixed problem satisfied quality product',negative
'excellent',positive
'arrived time works perfectly year',positive
'somewhat happy phone except wont pick lte galaxy 6 lte capable',negative
'new box battery beyond dead took minutes charging batter icon appeared phone came alive half way charge working great inserted sim hard push paper clip open slot called tmobile gave phone serial number instructions show display number sim serial number working great nice sized phone phones keep getting bigger phone great display fits comfortably hand',positive
'market phone awhile didnt want popular phone researched found sony xperia one best cell phone cameras uses android system allows customize functions phone white balance home screen love cons terrible battery life phone didnt come headphones im happy purchase',positive
'ok',positive
'wifi phone turning anymore gave useless phone get new phone',negative
'got unopened new product said time also s2 i727 lte i777i like far',positive
'international unlocked im still trying unlock southamerican country besides brings one type plug european im able give opinion unlocked dissapointed european dont buy italy american country otherwise unlock itsorry spanish use word unblock instead unlock',negative
'like',positive
'returned would work area alaska',negative
'big ass phone even bigger purchase mistaketruestory',negative
'awesome cell phonein price cant get features one cell phoneit windows phone os 81 upgraded 10 windows apps working smoothly hanging issuescamera goodscreen size 5 inches touch smoothi recommend already bought another',positive
'awasome need work worldwide',positive
'phone amazing mom camera number one phones camera outstanding call quality wonderful texting well got phone got rid iphone never go back arrived earlier actual delivery date loved',positive
'nice handy watch fun added attraction bluetooth handles good movies go musicphonevideos',positive
'scratches present screen back phone showed signs heavy usage however u put case u eventually forget back side xd really didnt mind minor scratches back long screen scratches phone works well able program listed carriers using phone moment write review xd',positive
'great phonegreat buynot disappointed',positive
'great price',positive
'good phone good price bad thing use two sim cards together easy change sim want use',positive
'phone arrived timely manner good physical appearance set service easily however phone somewhat unusable technical problems done everything get phone work gone att contacted apple researched solutions net phone multiple resets still refuses text numbers everything else works fine phone used phone text contacts unable determine phone problem cell service problem looks though may service problem',negative
'return phone headphone jack doesnt work properly owning couple weeks pulled auxiliary cord listening music phone continued display headphones tried soft hard reset cleaned tried many suggestions internet nothing worked looking solutions came across many posts people stating problem phonei disappointed love windows phones dont want use os little choose unlocked phones major disappointment',negative
'good fast responsible service',positive
'never heard brand pleased thus far everything need battery life amazing better expensive phones market high tech android job flaw phone always responsive texting portrait mode compared landscape mode',positive
'rear camera problem pictures come purple tone used area little lighting found factory problem phones produced marchjune 2013 one sold produced may 2013 purchased jan 2015i think able open unlock test common problems sending buyer may return',negative
'looks pretty good specs soon power display screen showed flowery lines whole screen became invisible return immediately',negative
'excelent',positive
'phone came looked fine biy scratches doesnt work united states old buy unless country use',negative
'really disappointed phone',negative
'brought samsung galaxy sister loving phone',positive
'excelente',positive
'product received works perfectly thank',positive
'bought itgreat phone',positive
'bought phone last year use colombiaam buying another daughter works fine colombia us great value',positive
'really liked phone worked well meuntil didnt week loving every minute went work one day went turn work wouldnt wake would hold power button would flash back really wanted work well im considering trying havent decided worth hassel',negative
'phone bought mother law lives europe far cant complain works seas sim cards great camera lot people write viber work viber main concern buying phone im happy able download',positive
'phone works perfectly current provider time use features phone far worked perfectly happy',positive
'great phone problem still service phone verizon towers straight talk wont let text imessage get internet without wifi phone great wonderful pictures make sure fight hard get good service',positive
'ilike good product',positive
'wow big phone big small hands gave daughter',positive
'fantastic cell work 4g argentina',positive
'excellent condition thank tou',positive
'great phone works like charm fast intuitive easy use great camera',positive
'bought iphone christmas gift purchased early upon opening christmas speakerphone working could hear uptotheear apple told us described problem telephone probably speaker module would cost 50 recently took apple module replaced told several parts inside phone missing parts even belong apple modifications apple said longer iphone would even work understand length time phone cannot returned future please sell items exactly advertised modified',negative
'sorry phone hoped would reason alerts sounds time way adjust gone far factory reset phone remains problematic sounds alarmsfor apparent reason charge probably heats way hot mention faults become troublesome thanks',negative
'hello please help need imei code celular sony xperia z1 c6903 victim theft country need code thanks',positive
'beautiful phone hasnt failed yet',positive
'excellent cell phone would recommend wifi works good nice clear screen',positive
'nexus 5 improvements cool camera front rear usbc makes change entire cable sets youre looking latest android software nowdays tis',positive
'used colombia works great second one purchase great phone children also cost reasonable',positive
'works good thanks',positive
'amazing dont hesitate virtually faults love emui interface youll need download app drawer jina great ive got mine rooted brilliant product wish stereo speakers sound good freedompop 13 data cards 1gb work great dont wifi dont use main phone nowcompareto httpssmileamazoncomgpawdb01k4tycogrefawwlovdp11colid67zeh26hnavhcoliidi5q18ezr37k5z',positive
'totally satisfied order package arrived almost instantly product highest expectation glad amazing product samsung galaxy note addition gadgets note handy traveling plane bulky screen wide enough watch even movies recommend',positive
'order phone weeks agoit came timemy first international call liberia clear great connection toostill testing phonethe gps phone fast easy download apps phonei use phone sometimes dashboard cam everything phone working great thinking ordering kids',positive
'excellent picture good volume speaker im hooked sony products camera takes great pictures even low light love',positive
'expenting greate works like charmi buy things guy thanks',positive
'overall phone good value money personally believe current issues due buggy lollipop hardware phone battery life screen beat crap phone market dont think sluggish phone sense little hiccup okay normal user tried playing games well could find lag 200 equal phone right 400',positive
'competitive towards iphone 6 insane phone vibration keyboard whole 9 yards',positive
'happy new phone',positive
'employee cell phone store currently past description phone suppose know operational us certainly would purchased ordered two expedited delivery due urgent need receiving phone find attempted activated compatible us systems',negative
'works great',positive
'great phone cost drawback lack charger charging cable flawed replaced',positive
'thank goodness phone worked however earphones original apple earphones looked cheap tell arent apple',negative
'otterbox perfect case phone defender series good balance protection bulk compared otterboxes cases like way defender series completely encases phone need buy screen protector use holster holster well made rotates case tight fit adds little bulk screen covered mostly invisible film easy clean affect touch screen eye control features gs4 excellent every way',positive
'wanted im still waiting address label send back',negative
'package came original scratches came original time easy sync pleased purchase',positive
'used phones think super unlucky company 6 different blu phone new issue husband owns blu 60 hd loves ordered last try company cross fingersone screen issue one bluetoothwifi issue one dropped calls one doesnt service 12 time send photos phone first 30 days failed',negative
'good',positive
'shipped time product good new described wonderful phone keeps charge week great fm radio need earphones antenna great torch clear calls slipped sim card good go great product',positive
'got mother nice small inexpensive smartphone great 6p 9 knew expect nexus phone cheap surpassed expectations loves well',positive
'great phone love 3gb ram perfect enough users install lot apps 32gb rom great processor also great screen camera 6 months 0 problemsi recommend im also asus lover best thanks',positive
'great price great item',positive
'working great thank',positive
'1 battery gets charged quickly generally full 20 mins drains fast well phone generally gets switched immediately 15 warning alerts phone problems2 phone automatically starts opens notifications emails camera takes photograph deletes keeps like demo mode everything whenever connected charger sometimes even charged initially wondering battery drains fast taking note things last one month cannot see amazing problems never seen beforethe seller accepting return well',negative
'great quality great communication seller love',positive
'great one best phones ever',positive
'right phone',positive
'easy use cheap works pretty big arm lasts year figure smaller ones fun get calls public everyone wants see',positive
'good little phone gsm work great sold one day',positive
'good far',positive
'product described better',positive
'ordered brand new samsung galaxy s4 i9505 phone delivered used one 5 broken crashes paneli disappointed order phonethanks',negative
'great phone love',positive
'good phone splashed hot oildont ask next 2 months would test wiping oil seams still leaking little dots oil tough phone',positive
'item described thank',positive
'love phone much',positive
'bought phone husband happy say loves learning works amazed easy use really likes things great purchase 😊',positive
'good phone price met expectations',positive
'box camera app gives error keeps asking restart apps use camera google hangout fine tried different options suggested internet didnt work waste money dont buy',negative
'liked looks nice',positive
'works described',positive
'good',positive
'wonderful phone maps amazing camera superb even low light features good except slightly overweight',positive
'box open product dirty',negative
'excelent',positive
'worked perfectly right box problems described seller',positive
'love itthere minor scratches around edges phone would really analyze phone order see great working condition complaints ever wish shipping bit faster since really phone time ordered',positive
'nearly features iphone 6s 5ssized package fingerprint sensor quick accurate camera amazing a9 chip lightning fast oh still headphone jack buy 6s 200 cheaper',positive
'works expected',positive
'2 weeks blu life one x2 good phonethen ran ota update 12 november 2016i assume manufacturerand phone google services load camera music appopera web browser still works faster stock chrome browserno amazon apps load eitherwaiting see blu putting patch update debaclethanks bluandy',positive
'phone horrible buy connectivity issues anywhere ranging signal bluetooth working',negative
'doesnt work properly',negative
'phone arrived perfect conditions',positive
'product arrived plannedthank',positive
'like phone didnt come sim card adapter',positive
'phone good look new work great good saller',positive
'real',positive
'good product delivered promised',positive
'absolutely loves phone worth money spent',positive
'phone worked great happy purchase',positive
'phone workthe screen goes blank phone damaged factory',negative
'chinese version dont buy',negative
'really good phone price couple minor things ive noticed screen display great great touch slow unresponsive compass apps dont work price delivered next day great phone fairly heavy phone user works well',positive
'easy use durable two kids juggling things arms hands concern phone survived drops already',positive
'love phone camera quality amazing speaker great phone moves fast many applications open wont slow one bit havent overheating issue kind screen resolution clear bright 90 time dont turn brightness affordable great quality perfect size',positive
'new described tough cell phone smart durable perfect people want talk phone',positive
'phone happily used recipent gift far concerned good phone works fine tracfone long get tracfone sim card wal mart',positive
'like design phone enough memory',positive
'bought phone unlocked working venezuela use movistar 3g wifi also bought 8g mini sd card better storage camera good',positive
'model delivered offered request lg optimus e975 wasreceived lg optimus g f180l e973',negative
'bought 2 phones wife us love every go see people galaxy s3 4 asking get phone want throw away mine love',positive
'scratches along back flash light',negative
'durable phone',positive
'purchased gold 16 gb variation iphone 5s beautiful device gold color back light like champagne color unique unseen color phone makes whoever buys stand unique iphone means synonymous greatness love new fresh os came preloaded device hardware excellent especially newlydebuted fingerprint reader phone downright simplistic userfriendly even nana grandpa use',positive
'psyched received phone beautiful nice display android platform everything looking needed unlocked gsm phone travel se asia however tried use vietnam would work went couple mobile phone shops great hope even though wanted sell sim cards air time unable make work ended buying inexpensive nokia store first 2 tried use trip',negative
'excellent product low cost',positive
'dropped phone completely smashed',negative
'love best smart phone ive ever bought last one oldest fits perfectly needs daysconsmaybe screen size find way grab typying small hands big hands suit perfect also acadapter came phone doesnt work usb cable works fine problem adapter big dealit doesnt native flashlight download one app store led light cel phone strong older phones',positive
'love',positive
'money best phone ever heavy user data thus ability logon home hotspot works great phone signal capture clarity outstanding would like remove many included apps never use hog available memory mfg wont allow work around enjoy phone well made operates smoothly also bought 2nd generation cdma phone use area atts tmobiles gsm purveryors cover contrary coverage maps indicate',positive
'thing keeps claiming sim card removed reboots sim card fine ive tried sim cards bought new indications got phone new cords rewinded example dont know actually unlocked reboots att symbol sound come still crapware att',negative
'expensive',positive
'everything wanted memory available 4gb rest used system',positive
'waste money bought yezz andy 4e2 wanted unlocked phone use sim card travel countries photo quality unacceptable especially color balance battery died weeks real use unfortunately late return',negative
'nice',positive
'doesnt look like',negative
'loved speed came',positive
'im overall pleased phone im currently using metropcs make sure configuration apn settings correct call sound quality good display installed ram could better also replaced default dialer phone due sluggish suggestion blu upgrade phone kitkat 4g lte speed good 64gb microsd card works good well',positive
'besides needing extra sim card blue tooth head phone watch works great price great lot less 20000 guys asking',positive
'excelente',positive
'excellent smartphone presenting crashes',positive
'came time looks brand new dent scratches screen clean came looks like original box accessories market one work fine hard time make work tracfone even verizon said tracfone able activate phone didnt want talk finally use sim card trackfon gsm att activate phone far every thing works phone except battery die android lollipop uses att tower works great far phone work middle east think made american use put sim card phone would shut use wifi internet without sim card',positive
'works really well',positive
'good deal fast shipping',positive
'great phone received faster',positive
'love shrimp',positive
'want fast geeky gadget added collection tech stuff must cheap works fine really good battery calling quality',positive
'beautiful screenawesome displaysnappy performancethe problem device battery life wise satisfied',positive
'return phone verizon fraud department says sim card good verizon phone',negative
'excellent',positive
'cell arrived less two days work bad card cell phone good bad buy',negative
'serious excellent seller excellent product recommend',positive
'best phone ever hadcalls clearspeaker sounds louddisplay greatcamera awesomephone stylish light weight',positive
'nice phone humming talking',positive
'bought phone daughter loves issue old phone mini sim one takes larger version instead waiting order sim adapter since att bestbuy told couldnt help took matter hands figured sim 1 goes top slot tray sim 2 side sim card first slot sim chip facing hold place put piece scotch tape put battery sim snug placei blu vivo air love say price phone really great could way worse price',positive
'love lgs 4th one never buy another motorola wouldnt use given customer service deplorable lgs customer service great called ask question polite informative run around everything need pictures light email web surfing texts group texts easily sound good strong would buy another without concerns',positive
'exactly thought would better battery life bit short manageable camera thing amazing amazing phone sure well worth 300',positive
'excellent good',positive
'love',positive
'good watch nice',positive
'maybe apps aare missing general ok cheaper tan new models cost mor tan 3 times',positive
'excellent comprehensive battery power fantastic',positive
'pure junk something kids whack programming cheesy',negative
'works described fast shipping',positive
'stopped let service home buy different phone would text right bottoms didnt work well',negative
'great product',positive
'love',positive
'relationship price phone excellent',positive
'excellent',positive
'love unfortunate accompanied english manual guide',positive
'received phone returned ok however replacement sent pleased',positive
